Answers - Predictions = Differences
18.8 - 11.9786854529 = 6.8213145471
13.2 - 14.0074614151 = -0.8074614151
19.4 - 15.9835841551 = 3.4164158449
20.0 - 19.9401633568 = 0.0598366432
10.6 - 12.0220854004 = -1.4220854004
19.7 - 18.9683583202 = 0.7316416798
10.7 - 1.06550422091 = 9.63449577909
16.2 - 8.00831475736 = 8.19168524264
16.6 - 13.9874194041 = 2.6125805959
11.1 - 1.05147785106 = 10.0485221489
11.7 - 11.0215331222 = 0.6784668778
23.3 - 18.9413031243 = 4.3586968757
15.5 - 13.0080632647 = 2.4919367353
9.3 - 5.05152516612 = 4.24847483388
14.9 - 11.0008749013 = 3.8991250987
5.2 - 2.07793119739 = 3.12206880261
10.4 - 12.0240123221 = -1.6240123221
4.8 - 2.08178504081 = 2.71821495919
12.1 - 11.0125930156 = 1.0874069844
14.7 - 9.01017774737 = 5.68982225263
18.5 - 16.9593213271 = 1.5406786729
18.3 - 18.9513291929 = -0.6513291929
8.8 - 4.05875886676 = 4.74124113324
21.6 - 19.9578086941 = 1.6421913059
16.4 - 11.9967222502 = 4.4032777498
13.7 - 14.9951414512 = -1.2951414512
15.2 - 11.9955681224 = 3.2044318776
17.2 - 13.9994405602 = 3.2005594398
17.4 - 19.965213339 = -2.565213339
14.4 - 12.0058189408 = 2.3941810592
17.4 - 15.9672495297 = 1.4327504703
5.7 - 1.07553028949 = 4.62446971051
11.8 - 10.0153566629 = 1.7846433371
15.3 - 12.9871020019 = 2.3128979981
20.8 - 15.9624663083 = 4.8375336917
13.0 - 15.9994692808 = -2.9994692808
22.4 - 19.9373853492 = 2.4626146508
15.0 - 15.998001985 = -0.998001985
8.4 - 4.05498331535 = 4.34501668465
14.4 - 10.0259105232 = 4.3740894768
9.9 - 13.02641323 = -3.12641323
22.8 - 17.9459936933 = 4.8540063067
10.6 - 10.0218319299 = 0.5781680701
11.9 - 11.0196062005 = 0.8803937995
3.1 - 1.09803714009 = 2.00196285991
17.8 - 11.9857769298 = 5.8142230702
19.2 - 13.9852576064 = 5.2147423936
13.1 - 13.0133844039 = 0.0866155961
7.5 - 1.0836193102 = 6.4163806898
15.9 - 12.9991231581 = 2.9008768419
15.5 - 11.0052666626 = 4.4947333374
8.3 - 3.07616509384 = 5.22383490616
11.3 - 5.05514413351 = 6.24485586649
8.7 - 3.07231125042 = 5.62768874958
24.6 - 17.9337376612 = 6.6662623388
5.9 - 5.06393778229 = 0.83606221771
16.9 - 16.967107306 = -0.067107306
12.1 - 9.03014146636 = 3.06985853364
16.6 - 11.9922521968 = 4.6077478032
8.5 - 3.0640656457 = 5.4359343543
16.8 - 19.9633647093 = -3.1633647093
16.7 - 14.9916689417 = 1.7083310583
13.0 - 12.0040486031 = 0.9959513969
7.9 - 3.07747580565 = 4.82252419435
9.3 - 7.03143358372 = 2.26856641628
9.9 - 7.04599787146 = 2.85400212854
16.3 - 18.9731415416 = -2.6731415416
8.8 - 4.05621573515 = 4.74378426485
17.8 - 15.9862838707 = 1.8137161293
20.7 - 14.9683892972 = 5.7316107028
11.8 - 4.050200094 = 7.749799906
10.4 - 6.03851070035 = 4.36148929965
17.1 - 16.9753529107 = 0.1246470893
15.0 - 9.99978470522 = 5.00021529478
17.9 - 8.99714892129 = 8.90285107871
16.7 - 11.0013345272 = 5.6986654728
19.4 - 15.9784978919 = 3.4215021081
14.2 - 14.0054562014 = 0.1945437986
12.4 - 16.005250046 = -3.605250046
7.6 - 8.04793915348 = -0.44793915348
14.5 - 7.02202372504 = 7.47797627496
7.8 - 2.06305374162 = 5.73694625838
16.2 - 15.9788110599 = 0.2211889401
11.8 - 12.0130670018 = -0.2130670018
20.4 - 13.9686098129 = 6.4313901871
